codigo,aglo,estimacion,periodo,variable,value
33,Partidos GBA,90000,201403,cv,14.4
33,Partidos GBA,100000,201403,desvio,13524
33,Partidos GBA,100000,201403,cv,13.5
33,Partidos GBA,120000,201403,desvio,14489
33,Partidos GBA,120000,201403,cv,12.1
33,Partidos GBA,140000,201403,desvio,15358
33,Partidos GBA,140000,201403,cv,11
33,Partidos GBA,160000,201403,desvio,16152
33,Partidos GBA,160000,201403,cv,10.1
33,Partidos GBA,180000,201403,desvio,16887
33,Partidos GBA,180000,201403,cv,9.4
33,Partidos GBA,200000,201403,desvio,17573
33,Partidos GBA,200000,201403,cv,8.8
33,Partidos GBA,220000,201403,desvio,18218
33,Partidos GBA,220000,201403,cv,8.3
33,Partidos GBA,260000,201403,desvio,19405
33,Partidos GBA,260000,201403,cv,7.5
33,Partidos GBA,320000,201403,desvio,20988
33,Partidos GBA,320000,201403,cv,6.6
33,Partidos GBA,380000,201403,desvio,22396
33,Partidos GBA,380000,201403,cv,5.9
33,Partidos GBA,480000,201403,desvio,24463
33,Partidos GBA,480000,201403,cv,5.1
33,Partidos GBA,580000,201403,desvio,26276
33,Partidos GBA,580000,201403,cv,4.5
33,Partidos GBA,680000,201403,desvio,27904
33,Partidos GBA,680000,201403,cv,4.1
33,Partidos GBA,780000,201403,desvio,29389
33,Partidos GBA,780000,201403,cv,3.8
33,Partidos GBA,880000,201403,desvio,30759
33,Partidos GBA,880000,201403,cv,3.5
33,Partidos GBA,980000,201403,desvio,32036
33,Partidos GBA,980000,201403,cv,3.3
33,Partidos GBA,1230000,201403,desvio,34908
33,Partidos GBA,1230000,201403,cv,2.8
33,Partidos GBA,1480000,201403,desvio,37436
33,Partidos GBA,1480000,201403,cv,2.5
33,Partidos GBA,1730000,201403,desvio,39710
33,Partidos GBA,1730000,201403,cv,2.3
33,Partidos GBA,1980000,201403,desvio,41788
33,Partidos GBA,1980000,201403,cv,2.1
33,Partidos GBA,2230000,201403,desvio,43708
33,Partidos GBA,2230000,201403,cv,2
33,Partidos GBA,2480000,201403,desvio,45498
33,Partidos GBA,2480000,201403,cv,1.8
33,Partidos GBA,2730000,201403,desvio,47180
33,Partidos GBA,2730000,201403,cv,1.7
33,Partidos GBA,3030000,201403,desvio,49075
33,Partidos GBA,3030000,201403,cv,1.6
33,Partidos GBA,3630000,201403,desvio,52542
33,Partidos GBA,3630000,201403,cv,1.4
33,Partidos GBA,4230000,201403,desvio,55669
33,Partidos GBA,4230000,201403,cv,1.3
19,Jujuy - Palpalá,4000,201403,desvio,1091
19,Jujuy - Palpalá,4000,201403,cv,27.3
19,Jujuy - Palpalá,5000,201403,desvio,1167
19,Jujuy - Palpalá,5000,201403,cv,23.3
19,Jujuy - Palpalá,6000,201403,desvio,1233
19,Jujuy - Palpalá,6000,201403,cv,20.6
19,Jujuy - Palpalá,7000,201403,desvio,1292
19,Jujuy - Palpalá,7000,201403,cv,18.5
19,Jujuy - Palpalá,8000,201403,desvio,1345
19,Jujuy - Palpalá,8000,201403,cv,16.8
19,Jujuy - Palpalá,9000,201403,desvio,1394
19,Jujuy - Palpalá,9000,201403,cv,15.5
19,Jujuy - Palpalá,10000,201403,desvio,1439
19,Jujuy - Palpalá,10000,201403,cv,14.4
19,Jujuy - Palpalá,11000,201403,desvio,1481
19,Jujuy - Palpalá,11000,201403,cv,13.5
19,Jujuy - Palpalá,12000,201403,desvio,1520
19,Jujuy - Palpalá,12000,201403,cv,12.7
19,Jujuy - Palpalá,13000,201403,desvio,1557
19,Jujuy - Palpalá,13000,201403,cv,12
19,Jujuy - Palpalá,14000,201403,desvio,1593
19,Jujuy - Palpalá,14000,201403,cv,11.4
19,Jujuy - Palpalá,16000,201403,desvio,1658
19,Jujuy - Palpalá,16000,201403,cv,10.4
19,Jujuy - Palpalá,19000,201403,desvio,1746
19,Jujuy - Palpalá,19000,201403,cv,9.2
19,Jujuy - Palpalá,22000,201403,desvio,1825
19,Jujuy - Palpalá,22000,201403,cv,8.3
19,Jujuy - Palpalá,25000,201403,desvio,1897
19,Jujuy - Palpalá,25000,201403,cv,7.6
19,Jujuy - Palpalá,28000,201403,desvio,1963
19,Jujuy - Palpalá,28000,201403,cv,7
19,Jujuy - Palpalá,31000,201403,desvio,2024
19,Jujuy - Palpalá,31000,201403,cv,6.5
19,Jujuy - Palpalá,34000,201403,desvio,2081
19,Jujuy - Palpalá,34000,201403,cv,6.1
19,Jujuy - Palpalá,37000,201403,desvio,2135
19,Jujuy - Palpalá,37000,201403,cv,5.8
19,Jujuy - Palpalá,40000,201403,desvio,2186
19,Jujuy - Palpalá,40000,201403,cv,5.5
19,Jujuy - Palpalá,45000,201403,desvio,2265
19,Jujuy - Palpalá,45000,201403,cv,5
19,Jujuy - Palpalá,50000,201403,desvio,2338
19,Jujuy - Palpalá,50000,201403,cv,4.7
19,Jujuy - Palpalá,57000,201403,desvio,2432
19,Jujuy - Palpalá,57000,201403,cv,4.3
19,Jujuy - Palpalá,71000,201403,desvio,2599
19,Jujuy - Palpalá,71000,201403,cv,3.7
19,Jujuy - Palpalá,85000,201403,desvio,2744
19,Jujuy - Palpalá,85000,201403,cv,3.2
19,Jujuy - Palpalá,99000,201403,desvio,2873
19,Jujuy - Palpalá,99000,201403,cv,2.9
19,Jujuy - Palpalá,127000,201403,desvio,3097
19,Jujuy - Palpalá,127000,201403,cv,2.4
19,Jujuy - Palpalá,155000,201403,desvio,3289
19,Jujuy - Palpalá,155000,201403,cv,2.1
19,Jujuy - Palpalá,183000,201403,desvio,3458
19,Jujuy - Palpalá,183000,201403,cv,1.9
19,Jujuy - Palpalá,211000,201403,desvio,3609
19,Jujuy - Palpalá,211000,201403,cv,1.7
2,Gran La Plata,12000,201403,desvio,3560
2,Gran La Plata,12000,201403,cv,29.7
2,Gran La Plata,13000,201403,desvio,3626
2,Gran La Plata,13000,201403,cv,27.9
2,Gran La Plata,14000,201403,desvio,3688
2,Gran La Plata,14000,201403,cv,26.3
2,Gran La Plata,15000,201403,desvio,3746
2,Gran La Plata,15000,201403,cv,25
2,Gran La Plata,17000,201403,desvio,3855
2,Gran La Plata,17000,201403,cv,22.7
2,Gran La Plata,19000,201403,desvio,3955
2,Gran La Plata,19000,201403,cv,20.8
2,Gran La Plata,21000,201403,desvio,4047
2,Gran La Plata,21000,201403,cv,19.3
2,Gran La Plata,23000,201403,desvio,4132
2,Gran La Plata,23000,201403,cv,18
2,Gran La Plata,25000,201403,desvio,4211
2,Gran La Plata,25000,201403,cv,16.8
2,Gran La Plata,27000,201403,desvio,4286
2,Gran La Plata,27000,201403,cv,15.9
2,Gran La Plata,29000,201403,desvio,4357
2,Gran La Plata,29000,201403,cv,15
2,Gran La Plata,31000,201403,desvio,4424
2,Gran La Plata,31000,201403,cv,14.3
2,Gran La Plata,33000,201403,desvio,4488
2,Gran La Plata,33000,201403,cv,13.6
2,Gran La Plata,36000,201403,desvio,4578
2,Gran La Plata,36000,201403,cv,12.7
2,Gran La Plata,39000,201403,desvio,4663
2,Gran La Plata,39000,201403,cv,12
2,Gran La Plata,42000,201403,desvio,4743
2,Gran La Plata,42000,201403,cv,11.3
2,Gran La Plata,45000,201403,desvio,4818
2,Gran La Plata,45000,201403,cv,10.7
2,Gran La Plata,48000,201403,desvio,4890
2,Gran La Plata,48000,201403,cv,10.2
2,Gran La Plata,51000,201403,desvio,4959
2,Gran La Plata,51000,201403,cv,9.7
2,Gran La Plata,55000,201403,desvio,5045
2,Gran La Plata,55000,201403,cv,9.2
2,Gran La Plata,59000,201403,desvio,5127
2,Gran La Plata,59000,201403,cv,8.7
2,Gran La Plata,65000,201403,desvio,5242
2,Gran La Plata,65000,201403,cv,8.1
2,Gran La Plata,71000,201403,desvio,5349
2,Gran La Plata,71000,201403,cv,7.5
2,Gran La Plata,78000,201403,desvio,5465
2,Gran La Plata,78000,201403,cv,7
2,Gran La Plata,85000,201403,desvio,5574
2,Gran La Plata,85000,201403,cv,6.6
2,Gran La Plata,94000,201403,desvio,5704
2,Gran La Plata,94000,201403,cv,6.1
2,Gran La Plata,103000,201403,desvio,5825
2,Gran La Plata,103000,201403,cv,5.7
2,Gran La Plata,118000,201403,desvio,6009
2,Gran La Plata,118000,201403,cv,5.1
2,Gran La Plata,133000,201403,desvio,6176
2,Gran La Plata,133000,201403,cv,4.6
2,Gran La Plata,148000,201403,desvio,6329
2,Gran La Plata,148000,201403,cv,4.3
2,Gran La Plata,163000,201403,desvio,6471
2,Gran La Plata,163000,201403,cv,4
2,Gran La Plata,183000,201403,desvio,6644
2,Gran La Plata,183000,201403,cv,3.6
2,Gran La Plata,203000,201403,desvio,6804
2,Gran La Plata,203000,201403,cv,3.4
2,Gran La Plata,243000,201403,desvio,7090
2,Gran La Plata,243000,201403,cv,2.9
2,Gran La Plata,283000,201403,desvio,7342
2,Gran La Plata,283000,201403,cv,2.6
2,Gran La Plata,323000,201403,desvio,7568
2,Gran La Plata,323000,201403,cv,2.3
2,Gran La Plata,363000,201403,desvio,7773
2,Gran La Plata,363000,201403,cv,2.1
2,Gran La Plata,403000,201403,desvio,7961
2,Gran La Plata,403000,201403,cv,2
2,Gran La Plata,443000,201403,desvio,8136
2,Gran La Plata,443000,201403,cv,1.8
25,La Rioja,2000,201403,desvio,668
25,La Rioja,2000,201403,cv,33.4
25,La Rioja,3000,201403,desvio,761
25,La Rioja,3000,201403,cv,25.4
25,La Rioja,4000,201403,desvio,834
25,La Rioja,4000,201403,cv,20.8
25,La Rioja,5000,201403,desvio,895
25,La Rioja,5000,201403,cv,17.9
25,La Rioja,6000,201403,desvio,949
25,La Rioja,6000,201403,cv,15.8
25,La Rioja,7000,201403,desvio,997
25,La Rioja,7000,201403,cv,14.2
25,La Rioja,8000,201403,desvio,1040
25,La Rioja,8000,201403,cv,13
25,La Rioja,9000,201403,desvio,1080
25,La Rioja,9000,201403,cv,12
25,La Rioja,11000,201403,desvio,1151
25,La Rioja,11000,201403,cv,10.5
25,La Rioja,13000,201403,desvio,1214
25,La Rioja,13000,201403,cv,9.3
25,La Rioja,15000,201403,desvio,1271
25,La Rioja,15000,201403,cv,8.5
25,La Rioja,17000,201403,desvio,1323
25,La Rioja,17000,201403,cv,7.8
25,La Rioja,20000,201403,desvio,1393
25,La Rioja,20000,201403,cv,7
25,La Rioja,23000,201403,desvio,1457
25,La Rioja,23000,201403,cv,6.3
25,La Rioja,26000,201403,desvio,1515
25,La Rioja,26000,201403,cv,5.8
25,La Rioja,29000,201403,desvio,1569
25,La Rioja,29000,201403,cv,5.4
25,La Rioja,32000,201403,desvio,1619
25,La Rioja,32000,201403,cv,5.1
25,La Rioja,37000,201403,desvio,1696
25,La Rioja,37000,201403,cv,4.6
25,La Rioja,42000,201403,desvio,1765
25,La Rioja,42000,201403,cv,4.2
25,La Rioja,52000,201403,desvio,1890
25,La Rioja,52000,201403,cv,3.6
25,La Rioja,62000,201403,desvio,1999
25,La Rioja,62000,201403,cv,3.2
25,La Rioja,72000,201403,desvio,2097
25,La Rioja,72000,201403,cv,2.9
25,La Rioja,82000,201403,desvio,2186
25,La Rioja,82000,201403,cv,2.7
25,La Rioja,102000,201403,desvio,2343
25,La Rioja,102000,201403,cv,2.3
25,La Rioja,122000,201403,desvio,2481
25,La Rioja,122000,201403,cv,2
34,Mar del Plata - Batán,9000,201403,desvio,3125
34,Mar del Plata - Batán,9000,201403,cv,34.7
34,Mar del Plata - Batán,10000,201403,desvio,3191
34,Mar del Plata - Batán,10000,201403,cv,31.9
34,Mar del Plata - Batán,11000,201403,desvio,3252
34,Mar del Plata - Batán,11000,201403,cv,29.6
34,Mar del Plata - Batán,12000,201403,desvio,3309
34,Mar del Plata - Batán,12000,201403,cv,27.6
34,Mar del Plata - Batán,13000,201403,desvio,3362
34,Mar del Plata - Batán,13000,201403,cv,25.9
34,Mar del Plata - Batán,14000,201403,desvio,3412
34,Mar del Plata - Batán,14000,201403,cv,24.4
34,Mar del Plata - Batán,15000,201403,desvio,3459
34,Mar del Plata - Batán,15000,201403,cv,23.1
34,Mar del Plata - Batán,16000,201403,desvio,3504
34,Mar del Plata - Batán,16000,201403,cv,21.9
34,Mar del Plata - Batán,17000,201403,desvio,3546
34,Mar del Plata - Batán,17000,201403,cv,20.9
34,Mar del Plata - Batán,19000,201403,desvio,3625
34,Mar del Plata - Batán,19000,201403,cv,19.1
34,Mar del Plata - Batán,21000,201403,desvio,3698
34,Mar del Plata - Batán,21000,201403,cv,17.6
34,Mar del Plata - Batán,23000,201403,desvio,3766
34,Mar del Plata - Batán,23000,201403,cv,16.4
34,Mar del Plata - Batán,27000,201403,desvio,3888
34,Mar del Plata - Batán,27000,201403,cv,14.4
34,Mar del Plata - Batán,31000,201403,desvio,3996
34,Mar del Plata - Batán,31000,201403,cv,12.9
34,Mar del Plata - Batán,35000,201403,desvio,4094
34,Mar del Plata - Batán,35000,201403,cv,11.7
34,Mar del Plata - Batán,39000,201403,desvio,4183
34,Mar del Plata - Batán,39000,201403,cv,10.7
34,Mar del Plata - Batán,43000,201403,desvio,4265
34,Mar del Plata - Batán,43000,201403,cv,9.9
34,Mar del Plata - Batán,53000,201403,desvio,4446
34,Mar del Plata - Batán,53000,201403,cv,8.4
34,Mar del Plata - Batán,63000,201403,desvio,4601
34,Mar del Plata - Batán,63000,201403,cv,7.3
34,Mar del Plata - Batán,73000,201403,desvio,4738
34,Mar del Plata - Batán,73000,201403,cv,6.5
34,Mar del Plata - Batán,93000,201403,desvio,4972
34,Mar del Plata - Batán,93000,201403,cv,5.3
34,Mar del Plata - Batán,113000,201403,desvio,5168
34,Mar del Plata - Batán,113000,201403,cv,4.6
34,Mar del Plata - Batán,133000,201403,desvio,5338
34,Mar del Plata - Batán,133000,201403,cv,4
34,Mar del Plata - Batán,173000,201403,desvio,5625
34,Mar del Plata - Batán,173000,201403,cv,3.3
34,Mar del Plata - Batán,213000,201403,desvio,5862
34,Mar del Plata - Batán,213000,201403,cv,2.8
34,Mar del Plata - Batán,253000,201403,desvio,6066
34,Mar del Plata - Batán,253000,201403,cv,2.4
34,Mar del Plata - Batán,313000,201403,desvio,6329
34,Mar del Plata - Batán,313000,201403,cv,2
34,Mar del Plata - Batán,373000,201403,desvio,6553
34,Mar del Plata - Batán,373000,201403,cv,1.8
10,Gran Mendoza,10000,201403,desvio,3050
10,Gran Mendoza,10000,201403,cv,30.5
10,Gran Mendoza,11000,201403,desvio,3128
10,Gran Mendoza,11000,201403,cv,28.4
10,Gran Mendoza,12000,201403,desvio,3202
10,Gran Mendoza,12000,201403,cv,26.7
10,Gran Mendoza,13000,201403,desvio,3271
10,Gran Mendoza,13000,201403,cv,25.2
10,Gran Mendoza,14000,201403,desvio,3336
10,Gran Mendoza,14000,201403,cv,23.8
10,Gran Mendoza,15000,201403,desvio,3399
10,Gran Mendoza,15000,201403,cv,22.7
10,Gran Mendoza,17000,201403,desvio,3514
10,Gran Mendoza,17000,201403,cv,20.7
10,Gran Mendoza,19000,201403,desvio,3620
10,Gran Mendoza,19000,201403,cv,19.1
10,Gran Mendoza,22000,201403,desvio,3765
10,Gran Mendoza,22000,201403,cv,17.1
10,Gran Mendoza,25000,201403,desvio,3895
10,Gran Mendoza,25000,201403,cv,15.6
10,Gran Mendoza,29000,201403,desvio,4053
10,Gran Mendoza,29000,201403,cv,14
10,Gran Mendoza,33000,201403,desvio,4195
10,Gran Mendoza,33000,201403,cv,12.7
10,Gran Mendoza,39000,201403,desvio,4387
10,Gran Mendoza,39000,201403,cv,11.2
10,Gran Mendoza,47000,201403,desvio,4611
10,Gran Mendoza,47000,201403,cv,9.8
10,Gran Mendoza,57000,201403,desvio,4855
10,Gran Mendoza,57000,201403,cv,8.5
10,Gran Mendoza,71000,201403,desvio,5148
10,Gran Mendoza,71000,201403,cv,7.3
10,Gran Mendoza,88000,201403,desvio,5452
10,Gran Mendoza,88000,201403,cv,6.2
10,Gran Mendoza,105000,201403,desvio,5716
10,Gran Mendoza,105000,201403,cv,5.4
10,Gran Mendoza,125000,201403,desvio,5988
10,Gran Mendoza,125000,201403,cv,4.8
10,Gran Mendoza,149000,201403,desvio,6276
10,Gran Mendoza,149000,201403,cv,4.2
10,Gran Mendoza,173000,201403,desvio,6531
10,Gran Mendoza,173000,201403,cv,3.8
10,Gran Mendoza,205000,201403,desvio,6834
10,Gran Mendoza,205000,201403,cv,3.3
10,Gran Mendoza,237000,201403,desvio,7104
10,Gran Mendoza,237000,201403,cv,3
10,Gran Mendoza,269000,201403,desvio,7349
10,Gran Mendoza,269000,201403,cv,2.7
10,Gran Mendoza,301000,201403,desvio,7573
10,Gran Mendoza,301000,201403,cv,2.5
10,Gran Mendoza,333000,201403,desvio,7780
10,Gran Mendoza,333000,201403,cv,2.3
10,Gran Mendoza,365000,201403,desvio,7973
10,Gran Mendoza,365000,201403,cv,2.2
10,Gran Mendoza,405000,201403,desvio,8198
10,Gran Mendoza,405000,201403,cv,2
10,Gran Mendoza,445000,201403,desvio,8407
10,Gran Mendoza,445000,201403,cv,1.9
10,Gran Mendoza,485000,201403,desvio,8602
10,Gran Mendoza,485000,201403,cv,1.8
10,Gran Mendoza,525000,201403,desvio,8786
10,Gran Mendoza,525000,201403,cv,1.7
17,Neuquén - Plottier,4000,201403,desvio,1144
17,Neuquén - Plottier,4000,201403,cv,28.6
17,Neuquén - Plottier,5000,201403,desvio,1233
17,Neuquén - Plottier,5000,201403,cv,24.7
17,Neuquén - Plottier,6000,201403,desvio,1310
17,Neuquén - Plottier,6000,201403,cv,21.8
17,Neuquén - Plottier,7000,201403,desvio,1379
17,Neuquén - Plottier,7000,201403,cv,19.7
17,Neuquén - Plottier,8000,201403,desvio,1442
17,Neuquén - Plottier,8000,201403,cv,18
17,Neuquén - Plottier,10000,201403,desvio,1554
17,Neuquén - Plottier,10000,201403,cv,15.5
17,Neuquén - Plottier,12000,201403,desvio,1651
17,Neuquén - Plottier,12000,201403,cv,13.8
17,Neuquén - Plottier,14000,201403,desvio,1738
17,Neuquén - Plottier,14000,201403,cv,12.4
17,Neuquén - Plottier,17000,201403,desvio,1855
17,Neuquén - Plottier,17000,201403,cv,10.9
17,Neuquén - Plottier,20000,201403,desvio,1958
17,Neuquén - Plottier,20000,201403,cv,9.8
17,Neuquén - Plottier,25000,201403,desvio,2110
17,Neuquén - Plottier,25000,201403,cv,8.4
17,Neuquén - Plottier,30000,201403,desvio,2242
17,Neuquén - Plottier,30000,201403,cv,7.5
17,Neuquén - Plottier,35000,201403,desvio,2361
17,Neuquén - Plottier,35000,201403,cv,6.7
17,Neuquén - Plottier,40000,201403,desvio,2468
17,Neuquén - Plottier,40000,201403,cv,6.2
17,Neuquén - Plottier,50000,201403,desvio,2659
17,Neuquén - Plottier,50000,201403,cv,5.3
17,Neuquén - Plottier,60000,201403,desvio,2826
17,Neuquén - Plottier,60000,201403,cv,4.7
17,Neuquén - Plottier,70000,201403,desvio,2976
17,Neuquén - Plottier,70000,201403,cv,4.3
17,Neuquén - Plottier,90000,201403,desvio,3236
17,Neuquén - Plottier,90000,201403,cv,3.6
17,Neuquén - Plottier,110000,201403,desvio,3461
17,Neuquén - Plottier,110000,201403,cv,3.1
17,Neuquén - Plottier,130000,201403,desvio,3659
17,Neuquén - Plottier,130000,201403,cv,2.8
17,Neuquén - Plottier,150000,201403,desvio,3838
17,Neuquén - Plottier,150000,201403,cv,2.6
17,Neuquén - Plottier,170000,201403,desvio,4002
17,Neuquén - Plottier,170000,201403,cv,2.4
17,Neuquén - Plottier,190000,201403,desvio,4154
17,Neuquén - Plottier,190000,201403,cv,2.2
6,Gran Paraná,4000,201403,desvio,1096
6,Gran Paraná,4000,201403,cv,27.4
6,Gran Paraná,5000,201403,desvio,1171
6,Gran Paraná,5000,201403,cv,23.4
6,Gran Paraná,6000,201403,desvio,1236
6,Gran Paraná,6000,201403,cv,20.6
6,Gran Paraná,7000,201403,desvio,1294
6,Gran Paraná,7000,201403,cv,18.5
6,Gran Paraná,8000,201403,desvio,1347
6,Gran Paraná,8000,201403,cv,16.8
6,Gran Paraná,9000,201403,desvio,1395
6,Gran Paraná,9000,201403,cv,15.5
6,Gran Paraná,10000,201403,desvio,1439
6,Gran Paraná,10000,201403,cv,14.4
6,Gran Paraná,12000,201403,desvio,1519
6,Gran Paraná,12000,201403,cv,12.7
6,Gran Paraná,14000,201403,desvio,1591
6,Gran Paraná,14000,201403,cv,11.4
6,Gran Paraná,17000,201403,desvio,1685
6,Gran Paraná,17000,201403,cv,9.9
6,Gran Paraná,21000,201403,desvio,1794
6,Gran Paraná,21000,201403,cv,8.5
6,Gran Paraná,26000,201403,desvio,1912
6,Gran Paraná,26000,201403,cv,7.4
6,Gran Paraná,34000,201403,desvio,2071
6,Gran Paraná,34000,201403,cv,6.1
6,Gran Paraná,44000,201403,desvio,2236
6,Gran Paraná,44000,201403,cv,5.1
6,Gran Paraná,54000,201403,desvio,2376
6,Gran Paraná,54000,201403,cv,4.4
6,Gran Paraná,64000,201403,desvio,2499
6,Gran Paraná,64000,201403,cv,3.9
6,Gran Paraná,74000,201403,desvio,2609
6,Gran Paraná,74000,201403,cv,3.5
6,Gran Paraná,84000,201403,desvio,2709
6,Gran Paraná,84000,201403,cv,3.2
6,Gran Paraná,94000,201403,desvio,2802
6,Gran Paraná,94000,201403,cv,3
6,Gran Paraná,104000,201403,desvio,2887
6,Gran Paraná,104000,201403,cv,2.8
6,Gran Paraná,114000,201403,desvio,2967
6,Gran Paraná,114000,201403,cv,2.6
6,Gran Paraná,124000,201403,desvio,3042
6,Gran Paraná,124000,201403,cv,2.5
6,Gran Paraná,134000,201403,desvio,3113
6,Gran Paraná,134000,201403,cv,2.3
6,Gran Paraná,144000,201403,desvio,3180
6,Gran Paraná,144000,201403,cv,2.2
6,Gran Paraná,154000,201403,desvio,3244
6,Gran Paraná,154000,201403,cv,2.1
6,Gran Paraná,164000,201403,desvio,3306
6,Gran Paraná,164000,201403,cv,2
7,Posadas,5000,201403,desvio,1197
7,Posadas,5000,201403,cv,23.9
7,Posadas,6000,201403,desvio,1269
7,Posadas,6000,201403,cv,21.2
7,Posadas,7000,201403,desvio,1334
7,Posadas,7000,201403,cv,19.1
7,Posadas,8000,201403,desvio,1393
7,Posadas,8000,201403,cv,17.4
7,Posadas,9000,201403,desvio,1447
7,Posadas,9000,201403,cv,16.1
7,Posadas,10000,201403,desvio,1497
7,Posadas,10000,201403,cv,15
7,Posadas,12000,201403,desvio,1588
7,Posadas,12000,201403,cv,13.2
7,Posadas,14000,201403,desvio,1669
7,Posadas,14000,201403,cv,11.9
7,Posadas,17000,201403,desvio,1778
7,Posadas,17000,201403,cv,10.5
7,Posadas,20000,201403,desvio,1874
7,Posadas,20000,201403,cv,9.4
7,Posadas,24000,201403,desvio,1987
7,Posadas,24000,201403,cv,8.3
7,Posadas,29000,201403,desvio,2113
7,Posadas,29000,201403,cv,7.3
7,Posadas,34000,201403,desvio,2224
7,Posadas,34000,201403,cv,6.5
7,Posadas,42000,201403,desvio,2381
7,Posadas,42000,201403,cv,5.7
7,Posadas,50000,201403,desvio,2520
7,Posadas,50000,201403,cv,5
